"partition_datetime","mean_price"
2022-09-03 09:05:00,8
2022-09-03 09:10:00,8
2022-09-03 09:15:00,8
2022-09-03 09:20:00,8
2022-09-03 09:25:00,8
2022-09-03 09:30:00,8
2022-09-03 09:35:00,8
2022-09-03 09:40:00,8
2022-09-03 09:45:00,8
2022-09-03 09:50:00,8
2022-09-03 09:55:00,8
2022-09-03 10:00:00,8
2022-09-03 10:05:00,8
2022-09-03 10:10:00,8
2022-09-03 10:15:00,8
2022-09-03 10:20:00,8
2022-09-03 10:25:00,9
2022-09-03 10:30:00,9
2022-09-03 10:35:00,9
2022-09-03 10:40:00,9
2022-09-03 10:45:00,9
2022-09-03 10:50:00,9
2022-09-03 10:55:00,9
2022-09-03 11:00:00,27
2022-09-03 11:05:00,27
2022-09-03 11:10:00,7
2022-09-03 11:15:00,7
2022-09-03 11:20:00,7
2022-09-03 11:25:00,7
2022-09-03 11:30:00,41
2022-09-03 11:35:00,41
2022-09-03 11:40:00,41
2022-09-03 11:45:00,41
2022-09-03 11:50:00,41
2022-09-03 11:55:00,41
2022-09-03 12:00:00,41
2022-09-03 12:05:00,27
2022-09-03 12:10:00,27
2022-09-03 12:15:00,7
2022-09-03 12:20:00,7
2022-09-03 12:25:00,7
2022-09-03 12:30:00,7
2022-09-03 12:35:00,41
2022-09-03 12:40:00,41
2022-09-03 12:45:00,41
2022-09-03 12:50:00,41
2022-09-03 12:55:00,41
2022-09-04 06:00:00,41
2022-09-04 06:05:00,41
2022-09-04 06:10:00,27
2022-09-04 06:15:00,27
2022-09-04 06:20:00,7
2022-09-04 06:25:00,7
2022-09-04 06:30:00,7
2022-09-04 06:35:00,7
2022-09-04 06:40:00,41
2022-09-04 06:45:00,41
2022-09-04 06:50:00,41
2022-09-04 06:55:00,41
2022-09-04 07:00:00,41
2022-09-04 07:05:00,41
2022-09-04 07:10:00,41
2022-09-04 07:15:00,27
2022-09-04 07:20:00,27
2022-09-04 07:25:00,7
2022-09-04 07:30:00,7
2022-09-04 07:35:00,7
2022-09-04 07:40:00,7
2022-09-04 07:45:00,8
2022-09-04 07:50:00,8
2022-09-04 07:55:00,8
2022-09-04 08:00:00,8
2022-09-04 08:05:00,8
2022-09-04 08:10:00,8
2022-09-04 08:15:00,8
2022-09-04 08:20:00,8
2022-09-04 08:25:00,8
2022-09-04 08:30:00,8
2022-09-04 08:35:00,8
2022-09-04 08:40:00,8
2022-09-04 08:45:00,8
2022-09-04 08:50:00,8
2022-09-04 08:55:00,8
2022-09-04 09:00:00,8
2022-09-04 09:05:00,8
2022-09-04 09:10:00,8
2022-09-04 09:15:00,8
2022-09-04 09:20:00,8
2022-09-04 09:25:00,8
2022-09-04 09:30:00,8
2022-09-04 09:35:00,8
2022-09-04 09:40:00,8
2022-09-04 09:45:00,8
2022-09-04 09:50:00,8
2022-09-04 09:55:00,8
2022-09-04 10:00:00,8
2022-09-04 10:05:00,8
2022-09-04 10:10:00,8
2022-09-04 10:15:00,8
2022-09-04 10:20:00,8
2022-09-04 10:25:00,8
2022-09-04 10:30:00,8
2022-09-04 10:35:00,8
2022-09-04 10:40:00,8
2022-09-04 10:45:00,8
2022-09-04 10:50:00,8
2022-09-04 10:55:00,8
2022-09-04 11:00:00,9
2022-09-04 11:05:00,9
2022-09-04 11:10:00,9
2022-09-04 11:15:00,9
2022-09-04 11:20:00,9
2022-09-04 11:25:00,9
2022-09-04 11:30:00,9
2022-09-04 11:35:00,27
2022-09-04 11:40:00,27
2022-09-04 11:45:00,7
2022-09-04 11:50:00,7
2022-09-04 11:55:00,7
2022-09-04 12:00:00,7
2022-09-04 12:05:00,41
2022-09-04 12:10:00,41
2022-09-04 12:15:00,41
2022-09-04 12:20:00,41
2022-09-04 12:25:00,41
2022-09-04 12:30:00,41
2022-09-04 12:35:00,41
2022-09-04 12:40:00,27
2022-09-04 12:45:00,27
2022-09-04 12:50:00,7
2022-09-04 12:55:00,7
2022-09-05 06:00:00,7
2022-09-05 06:05:00,7
2022-09-05 06:10:00,41
2022-09-05 06:15:00,41
2022-09-05 06:20:00,41
2022-09-05 06:25:00,41
2022-09-05 06:30:00,41
2022-09-05 06:35:00,41
2022-09-05 06:40:00,41
2022-09-05 06:45:00,27
2022-09-05 06:50:00,27
2022-09-05 06:55:00,7
2022-09-05 07:00:00,7
2022-09-05 07:05:00,7
2022-09-05 07:10:00,7
2022-09-05 07:15:00,41
2022-09-05 07:20:00,41
2022-09-05 07:25:00,41
2022-09-05 07:30:00,41
2022-09-05 07:35:00,41
2022-09-05 07:40:00,41
2022-09-05 07:45:00,41
2022-09-05 07:50:00,27
2022-09-05 07:55:00,27
2022-09-05 08:00:00,7
2022-09-05 08:05:00,7
2022-09-05 08:10:00,7
2022-09-05 08:15:00,7
2022-09-05 08:20:00,8
2022-09-05 08:25:00,8
2022-09-05 08:30:00,8
2022-09-05 08:35:00,8
2022-09-05 08:40:00,8
2022-09-05 08:45:00,8
2022-09-05 08:50:00,8
2022-09-05 08:55:00,8
2022-09-05 09:00:00,8
2022-09-05 09:05:00,8
2022-09-05 09:10:00,8
2022-09-05 09:15:00,8
2022-09-05 09:20:00,8
2022-09-05 09:25:00,8
2022-09-05 09:30:00,8
2022-09-05 09:35:00,8
2022-09-05 09:40:00,8
2022-09-05 09:45:00,8
2022-09-05 09:50:00,8
2022-09-05 09:55:00,8
2022-09-05 10:00:00,8
2022-09-05 10:05:00,8
2022-09-05 10:10:00,8
2022-09-05 10:15:00,8
2022-09-05 10:20:00,8
2022-09-05 10:25:00,8
2022-09-05 10:30:00,8
2022-09-05 10:35:00,8
2022-09-05 10:40:00,8
2022-09-05 10:45:00,8
2022-09-05 10:50:00,8
2022-09-05 10:55:00,8
2022-09-05 11:00:00,8
2022-09-05 11:05:00,8
2022-09-05 11:10:00,8
2022-09-05 11:15:00,8
2022-09-05 11:20:00,8
2022-09-05 11:25:00,8
2022-09-05 11:30:00,8
2022-09-05 11:35:00,9
2022-09-05 11:40:00,9
2022-09-05 11:45:00,9
2022-09-05 11:50:00,9
2022-09-05 11:55:00,9
2022-09-05 12:00:00,9
2022-09-05 12:05:00,9
2022-09-05 12:10:00,27
2022-09-05 12:15:00,27
2022-09-05 12:20:00,7
2022-09-05 12:25:00,7
2022-09-05 12:30:00,7
2022-09-05 12:35:00,7
2022-09-05 12:40:00,41
2022-09-05 12:45:00,41
2022-09-05 12:50:00,41
2022-09-05 12:55:00,41
2022-09-06 06:00:00,41
2022-09-06 06:05:00,41
2022-09-06 06:10:00,41
2022-09-06 06:15:00,27
2022-09-06 06:20:00,27
2022-09-06 06:25:00,7
2022-09-06 06:30:00,7
2022-09-06 06:35:00,7
2022-09-06 06:40:00,7
2022-09-06 06:45:00,41
2022-09-06 06:50:00,41
2022-09-06 06:55:00,41
2022-09-06 07:00:00,41
2022-09-06 07:05:00,41
2022-09-06 07:10:00,41
2022-09-06 07:15:00,41
2022-09-06 07:20:00,27
2022-09-06 07:25:00,27
2022-09-06 07:30:00,7
2022-09-06 07:35:00,7
2022-09-06 07:40:00,7
2022-09-06 07:45:00,7
2022-09-06 07:50:00,41
2022-09-06 07:55:00,41
2022-09-06 08:00:00,41
2022-09-06 08:05:00,41
2022-09-06 08:10:00,41
2022-09-06 08:15:00,41
2022-09-06 08:20:00,41
2022-09-06 08:25:00,27
2022-09-06 08:30:00,27
2022-09-06 08:35:00,7
2022-09-06 08:40:00,7
2022-09-06 08:45:00,7
2022-09-06 08:50:00,7
2022-09-06 08:55:00,8
2022-09-06 09:00:00,8
2022-09-06 09:05:00,8
2022-09-06 09:10:00,8
2022-09-06 09:15:00,8
2022-09-06 09:20:00,8
2022-09-06 09:25:00,8
2022-09-06 09:30:00,8
2022-09-06 09:35:00,8
2022-09-06 09:40:00,8
2022-09-06 09:45:00,8
2022-09-06 09:50:00,8
2022-09-06 09:55:00,8
2022-09-06 10:00:00,8
2022-09-06 10:05:00,8
2022-09-06 10:10:00,8
2022-09-06 10:15:00,8
2022-09-06 10:20:00,8
2022-09-06 10:25:00,8
2022-09-06 10:30:00,8
2022-09-06 10:35:00,8
2022-09-06 10:40:00,8
2022-09-06 10:45:00,8
2022-09-06 10:50:00,8
2022-09-06 10:55:00,8
2022-09-06 11:00:00,8
2022-09-06 11:05:00,8
2022-09-06 11:10:00,8
2022-09-06 11:15:00,8
2022-09-06 11:20:00,8
2022-09-06 11:25:00,8
2022-09-06 11:30:00,8
2022-09-06 11:35:00,8
2022-09-06 11:40:00,8
2022-09-06 11:45:00,8
2022-09-06 11:50:00,8
2022-09-06 11:55:00,8
2022-09-06 12:00:00,8
2022-09-06 12:05:00,8
2022-09-06 12:10:00,9
2022-09-06 12:15:00,9
2022-09-06 12:20:00,9
2022-09-06 12:25:00,9
2022-09-06 12:30:00,9
2022-09-06 12:35:00,9
2022-09-06 12:40:00,9
2022-09-06 12:45:00,27
2022-09-06 12:50:00,27
2022-09-06 12:55:00,7
2022-09-07 06:00:00,7
2022-09-07 06:05:00,7
2022-09-07 06:10:00,7
2022-09-07 06:15:00,41
2022-09-07 06:20:00,41
2022-09-07 06:25:00,41
2022-09-07 06:30:00,41
2022-09-07 06:35:00,41
2022-09-07 06:40:00,41
2022-09-07 06:45:00,41
2022-09-07 06:50:00,27
2022-09-07 06:55:00,27
2022-09-07 07:00:00,7
2022-09-07 07:05:00,7
2022-09-07 07:10:00,7
2022-09-07 07:15:00,7
2022-09-07 07:20:00,41
2022-09-07 07:25:00,41
2022-09-07 07:30:00,41
2022-09-07 07:35:00,41
2022-09-07 07:40:00,41
2022-09-07 07:45:00,41
2022-09-07 07:50:00,41
2022-09-07 07:55:00,27
2022-09-07 08:00:00,27
2022-09-07 08:05:00,7
2022-09-07 08:10:00,7
2022-09-07 08:15:00,7
2022-09-07 08:20:00,7
2022-09-07 08:25:00,41
2022-09-07 08:30:00,41
2022-09-07 08:35:00,41
2022-09-07 08:40:00,41
2022-09-07 08:45:00,41
2022-09-07 08:50:00,41
2022-09-07 08:55:00,41
2022-09-07 09:00:00,27
2022-09-07 09:05:00,27
2022-09-07 09:10:00,7
2022-09-07 09:15:00,7
2022-09-07 09:20:00,7
2022-09-07 09:25:00,7
2022-09-07 09:30:00,8
2022-09-07 09:35:00,8
2022-09-07 09:40:00,8
2022-09-07 09:45:00,8
2022-09-07 09:50:00,8
2022-09-07 09:55:00,8
2022-09-07 10:00:00,8
2022-09-07 10:05:00,8
2022-09-07 10:10:00,8
2022-09-07 10:15:00,8
2022-09-07 10:20:00,8
2022-09-07 10:25:00,8
2022-09-07 10:30:00,8
2022-09-07 10:35:00,8
2022-09-07 10:40:00,8
2022-09-07 10:45:00,8
2022-09-07 10:50:00,8
2022-09-07 10:55:00,8
2022-09-07 11:00:00,8
2022-09-07 11:05:00,8
2022-09-07 11:10:00,8
2022-09-07 11:15:00,8
2022-09-07 11:20:00,8
2022-09-07 11:25:00,8
2022-09-07 11:30:00,8
2022-09-07 11:35:00,8
2022-09-07 11:40:00,8
2022-09-07 11:45:00,8
2022-09-07 11:50:00,8
2022-09-07 11:55:00,8
2022-09-07 12:00:00,8
2022-09-07 12:05:00,8
2022-09-07 12:10:00,8
2022-09-07 12:15:00,8
2022-09-07 12:20:00,8
2022-09-07 12:25:00,8
2022-09-07 12:30:00,8
2022-09-07 12:35:00,8
2022-09-07 12:40:00,8
2022-09-07 12:45:00,9
2022-09-07 12:50:00,9
2022-09-07 12:55:00,9
2022-09-08 06:00:00,9
2022-09-08 06:05:00,9
2022-09-08 06:10:00,9
2022-09-08 06:15:00,9
2022-09-08 06:20:00,27
2022-09-08 06:25:00,27
2022-09-08 06:30:00,7
2022-09-08 06:35:00,7
2022-09-08 06:40:00,7
2022-09-08 06:45:00,7
2022-09-08 06:50:00,41
2022-09-08 06:55:00,41
2022-09-08 07:00:00,41
2022-09-08 07:05:00,41
2022-09-08 07:10:00,41
2022-09-08 07:15:00,41
2022-09-08 07:20:00,41
2022-09-08 07:25:00,27
2022-09-08 07:30:00,27
2022-09-08 07:35:00,7
2022-09-08 07:40:00,7
2022-09-08 07:45:00,7
2022-09-08 07:50:00,7
2022-09-08 07:55:00,41
2022-09-08 08:00:00,41
2022-09-08 08:05:00,41
2022-09-08 08:10:00,41
2022-09-08 08:15:00,41
2022-09-08 08:20:00,41
2022-09-08 08:25:00,41
2022-09-08 08:30:00,27
2022-09-08 08:35:00,27
2022-09-08 08:40:00,7
2022-09-08 08:45:00,7
2022-09-08 08:50:00,7
2022-09-08 08:55:00,7
2022-09-08 09:00:00,41
2022-09-08 09:05:00,41
2022-09-08 09:10:00,41
2022-09-08 09:15:00,41
2022-09-08 09:20:00,41
2022-09-08 09:25:00,41
2022-09-08 09:30:00,41
2022-09-08 09:35:00,27
2022-09-08 09:40:00,27
2022-09-08 09:45:00,7
2022-09-08 09:50:00,7
2022-09-08 09:55:00,7
2022-09-08 10:00:00,7
2022-09-08 10:05:00,8
2022-09-08 10:10:00,8
2022-09-08 10:15:00,8
2022-09-08 10:20:00,8
2022-09-08 10:25:00,8
2022-09-08 10:30:00,8
2022-09-08 10:35:00,8
2022-09-08 10:40:00,8
2022-09-08 10:45:00,8
2022-09-08 10:50:00,8
2022-09-08 10:55:00,8
2022-09-08 11:00:00,8
2022-09-08 11:05:00,8
2022-09-08 11:10:00,8
2022-09-08 11:15:00,8
2022-09-08 11:20:00,8
2022-09-08 11:25:00,8
2022-09-08 11:30:00,8
2022-09-08 11:35:00,8
2022-09-08 11:40:00,8
2022-09-08 11:45:00,8
2022-09-08 11:50:00,8
2022-09-08 11:55:00,8
2022-09-08 12:00:00,8
2022-09-08 12:05:00,8
2022-09-08 12:10:00,8
2022-09-08 12:15:00,8
2022-09-08 12:20:00,8
2022-09-08 12:25:00,8
2022-09-08 12:30:00,8
2022-09-08 12:35:00,8
2022-09-08 12:40:00,8
2022-09-08 12:45:00,8
2022-09-08 12:50:00,8
2022-09-08 12:55:00,8
2022-09-09 06:00:00,8
2022-09-09 06:05:00,8
2022-09-09 06:10:00,8
2022-09-09 06:15:00,8
2022-09-09 06:20:00,29
2022-09-09 06:25:00,29
2022-09-09 06:30:00,29
2022-09-09 06:35:00,29
2022-09-09 06:40:00,29
2022-09-09 06:45:00,29
2022-09-09 06:50:00,29
2022-09-09 06:55:00,27
2022-09-09 07:00:00,27
2022-09-09 07:05:00,7
2022-09-09 07:10:00,7
2022-09-09 07:15:00,7
2022-09-09 07:20:00,7
2022-09-09 07:25:00,41
2022-09-09 07:30:00,41
2022-09-09 07:35:00,41
2022-09-09 07:40:00,41
2022-09-09 07:45:00,41
2022-09-09 07:50:00,41
2022-09-09 07:55:00,41
2022-09-09 08:00:00,27
2022-09-09 08:05:00,27
2022-09-09 08:10:00,7
2022-09-09 08:15:00,7
2022-09-09 08:20:00,7
2022-09-09 08:25:00,7
2022-09-09 08:30:00,41
2022-09-09 08:35:00,41
2022-09-09 08:40:00,41
2022-09-09 08:45:00,41
2022-09-09 08:50:00,41
2022-09-09 08:55:00,41
2022-09-09 09:00:00,41
2022-09-09 09:05:00,27
2022-09-09 09:10:00,27
2022-09-09 09:15:00,7
2022-09-09 09:20:00,7
2022-09-09 09:25:00,7
2022-09-09 09:30:00,7
2022-09-09 09:35:00,41
2022-09-09 09:40:00,41
2022-09-09 09:45:00,41
2022-09-09 09:50:00,41
2022-09-09 09:55:00,41
2022-09-09 10:00:00,41
2022-09-09 10:05:00,41
2022-09-09 10:10:00,27
2022-09-09 10:15:00,27
2022-09-09 10:20:00,7
2022-09-09 10:25:00,7
2022-09-09 10:30:00,7
2022-09-09 10:35:00,7
2022-09-09 10:40:00,8
2022-09-09 10:45:00,8
2022-09-09 10:50:00,8
2022-09-09 10:55:00,8
2022-09-09 11:00:00,8
2022-09-09 11:05:00,8
2022-09-09 11:10:00,8
2022-09-09 11:15:00,8
2022-09-09 11:20:00,8
2022-09-09 11:25:00,8
2022-09-09 11:30:00,8
2022-09-09 11:35:00,8
2022-09-09 11:40:00,8
2022-09-09 11:45:00,8
2022-09-09 11:50:00,8
2022-09-09 11:55:00,8
2022-09-09 12:00:00,8
2022-09-09 12:05:00,8
2022-09-09 12:10:00,8
2022-09-09 12:15:00,8
2022-09-09 12:20:00,8
2022-09-09 12:25:00,8
2022-09-09 12:30:00,8
2022-09-09 12:35:00,8
2022-09-09 12:40:00,8
2022-09-09 12:45:00,8
2022-09-09 12:50:00,8
2022-09-09 12:55:00,8
2022-09-10 06:00:00,8
2022-09-10 06:05:00,8
2022-09-10 06:10:00,8
2022-09-10 06:15:00,8
2022-09-10 06:20:00,8
2022-09-10 06:25:00,8
2022-09-10 06:30:00,8
2022-09-10 06:35:00,8
2022-09-10 06:40:00,8
2022-09-10 06:45:00,8
2022-09-10 06:50:00,8
2022-09-10 06:55:00,29
2022-09-10 07:00:00,29
2022-09-10 07:05:00,29
2022-09-10 07:10:00,29
2022-09-10 07:15:00,29
2022-09-10 07:20:00,29
2022-09-10 07:25:00,29
2022-09-10 07:30:00,27
2022-09-10 07:35:00,27
2022-09-10 07:40:00,7
2022-09-10 07:45:00,7
2022-09-10 07:50:00,7
2022-09-10 07:55:00,7
2022-09-10 08:00:00,41
2022-09-10 08:05:00,41
2022-09-10 08:10:00,41
2022-09-10 08:15:00,41
2022-09-10 08:20:00,41
2022-09-10 08:25:00,41
2022-09-10 08:30:00,41
2022-09-10 08:35:00,27
2022-09-10 08:40:00,27
2022-09-10 08:45:00,7
2022-09-10 08:50:00,7
2022-09-10 08:55:00,7
2022-09-10 09:00:00,7
2022-09-10 09:05:00,41
2022-09-10 09:10:00,41
2022-09-10 09:15:00,41
2022-09-10 09:20:00,41
2022-09-10 09:25:00,41
2022-09-10 09:30:00,41
2022-09-10 09:35:00,41
2022-09-10 09:40:00,27
2022-09-10 09:45:00,27
2022-09-10 09:50:00,7
2022-09-10 09:55:00,7
2022-09-10 10:00:00,7
2022-09-10 10:05:00,7
2022-09-10 10:10:00,41
2022-09-10 10:15:00,41
2022-09-10 10:20:00,41
2022-09-10 10:25:00,41
2022-09-10 10:30:00,41
2022-09-10 10:35:00,41
2022-09-10 10:40:00,41
2022-09-10 10:45:00,27
2022-09-10 10:50:00,27
2022-09-10 10:55:00,7
2022-09-10 11:00:00,7
2022-09-10 11:05:00,7
2022-09-10 11:10:00,7
2022-09-10 11:15:00,8
2022-09-10 11:20:00,8
2022-09-10 11:25:00,8
2022-09-10 11:30:00,8
2022-09-10 11:35:00,8
2022-09-10 11:40:00,8
2022-09-10 11:45:00,8
2022-09-10 11:50:00,8
2022-09-10 11:55:00,8
2022-09-10 12:00:00,8
2022-09-10 12:05:00,8
2022-09-10 12:10:00,8
2022-09-10 12:15:00,8
2022-09-10 12:20:00,8
2022-09-10 12:25:00,8
2022-09-10 12:30:00,8
2022-09-10 12:35:00,8
2022-09-10 12:40:00,8
2022-09-10 12:45:00,8
2022-09-10 12:50:00,8
2022-09-10 12:55:00,8
2022-09-11 06:00:00,8
2022-09-11 06:05:00,8
2022-09-11 06:10:00,8
2022-09-11 06:15:00,8
2022-09-11 06:20:00,8
2022-09-11 06:25:00,8
2022-09-11 06:30:00,8
2022-09-11 06:35:00,8
2022-09-11 06:40:00,8
2022-09-11 06:45:00,8
2022-09-11 06:50:00,8
2022-09-11 06:55:00,8
2022-09-11 07:00:00,8
2022-09-11 07:05:00,8
2022-09-11 07:10:00,8
2022-09-11 07:15:00,8
2022-09-11 07:20:00,8
2022-09-11 07:25:00,8
2022-09-11 07:30:00,9
2022-09-11 07:35:00,9
2022-09-11 07:40:00,9
2022-09-11 07:45:00,9
2022-09-11 07:50:00,9
2022-09-11 07:55:00,9
2022-09-11 08:00:00,9
2022-09-11 08:05:00,27
2022-09-11 08:10:00,27
2022-09-11 08:15:00,7
2022-09-11 08:20:00,7
2022-09-11 08:25:00,7
2022-09-11 08:30:00,7
2022-09-11 08:35:00,41
2022-09-11 08:40:00,41
2022-09-11 08:45:00,41
2022-09-11 08:50:00,41
2022-09-11 08:55:00,41
2022-09-11 09:00:00,41
2022-09-11 09:05:00,41
2022-09-11 09:10:00,27
2022-09-11 09:15:00,27
2022-09-11 09:20:00,7
2022-09-11 09:25:00,7
2022-09-11 09:30:00,7
2022-09-11 09:35:00,7
2022-09-11 09:40:00,41
2022-09-11 09:45:00,41
2022-09-11 09:50:00,41
2022-09-11 09:55:00,41
2022-09-11 10:00:00,41
2022-09-11 10:05:00,41
2022-09-11 10:10:00,41
2022-09-11 10:15:00,27
2022-09-11 10:20:00,27
2022-09-11 10:25:00,7
2022-09-11 10:30:00,7
2022-09-11 10:35:00,7
2022-09-11 10:40:00,7
2022-09-11 10:45:00,41
2022-09-11 10:50:00,41
2022-09-11 10:55:00,41
2022-09-11 11:00:00,41
2022-09-11 11:05:00,41
2022-09-11 11:10:00,41
2022-09-11 11:15:00,41
2022-09-11 11:20:00,27
2022-09-11 11:25:00,27
2022-09-11 11:30:00,7
2022-09-11 11:35:00,7
2022-09-11 11:40:00,7
2022-09-11 11:45:00,7
2022-09-11 11:50:00,8
2022-09-11 11:55:00,8
2022-09-11 12:00:00,8
2022-09-11 12:05:00,8
2022-09-11 12:10:00,8
2022-09-11 12:15:00,8
2022-09-11 12:20:00,8
2022-09-11 12:25:00,8
2022-09-11 12:30:00,8
2022-09-11 12:35:00,8
2022-09-11 12:40:00,8
2022-09-11 12:45:00,8
2022-09-11 12:50:00,8
2022-09-11 12:55:00,8
2022-09-12 06:00:00,8
2022-09-12 06:05:00,8
2022-09-12 06:10:00,8
2022-09-12 06:15:00,8
2022-09-12 06:20:00,8
2022-09-12 06:25:00,8
2022-09-12 06:30:00,8
